mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet152-16
mps-uncap,0.8,44.965267181396484,11.901378631591797,38.31839561462402
mps-uncap,0.9,45.377492904663086,12.125015258789062,37.82773017883301
mps-uncap,1.0,46.679019927978516,12.172460556030273,38.193702697753906
mps-uncap,0.5,44.46077346801758,11.499881744384766,34.47604179382324
mps-uncap,0.6,46.03290557861328,11.342048645019531,34.1341495513916
mps-uncap,0.7,45.36747932434082,11.659860610961914,37.02688217163086
mps-uncap,0.1,37.78195381164551,10.870695114135742,32.94968605041504
mps-uncap,0.2,40.13800621032715,11.66391372680664,33.509254455566406
mps-uncap,0.3,40.865182876586914,11.090517044067383,34.87420082092285
mps-uncap,0.4,42.82641410827637,11.055946350097656,33.96105766296387
