mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet152-16
mps-uncap,0.8,0.013828277587890625,0.008821487426757812,0.012159347534179688
mps-uncap,0.9,0.01430511474609375,0.009059906005859375,0.01239776611328125
mps-uncap,1.0,0.019311904907226562,0.0095367431640625,0.0152587890625
mps-uncap,0.5,0.014543533325195312,0.010251998901367188,0.012159347534179688
mps-uncap,0.6,0.013828277587890625,0.009298324584960938,0.011682510375976562
mps-uncap,0.7,0.013828277587890625,0.008821487426757812,0.012159347534179688
mps-uncap,0.1,0.023126602172851562,0.009298324584960938,0.013589859008789062
mps-uncap,0.2,0.016450881958007812,0.010967254638671875,0.014781951904296875
mps-uncap,0.3,0.014543533325195312,0.010013580322265625,0.013589859008789062
mps-uncap,0.4,0.014066696166992188,0.010013580322265625,0.012636184692382812
