mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet152-16
mps-uncap,0.8,39.14213180541992,4.735589027404785,30.628085136413574
mps-uncap,0.9,41.699886322021484,5.456686019897461,33.69450569152832
mps-uncap,1.0,42.395591735839844,6.177663803100586,35.713791847229004
mps-uncap,0.5,29.27398681640625,5.259513854980469,15.079259872436523
mps-uncap,0.6,31.807422637939453,4.728078842163086,15.722990036010742
mps-uncap,0.7,35.20941734313965,4.36854362487793,21.922588348388672
mps-uncap,0.1,27.24313735961914,5.668878555297852,17.759084701538086
mps-uncap,0.2,27.34208106994629,5.4721832275390625,18.003225326538086
mps-uncap,0.3,27.77421474456787,5.371451377868652,17.346501350402832
mps-uncap,0.4,28.445720672607422,5.398154258728027,15.21754264831543
