mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,1.7871856689453125,5.1953887939453125,10.117053985595703
mig,1.0,2.695798873901367,5.258076190948487,9.924554824829102
