mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,1.7871856689453125,5.195035934448242,10.117053985595703
mig,1.0,2.6955604553222656,5.257840156555177,9.924554824829102
