mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,5533.221764852585,816.3706749433494,209.0358965758113
mig,1.0,4155.151566552327,807.5713298418281,213.06248179129034
