mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,1.4204978942871094,4.876136779785156,9.54580307006836
mig,1.0,1.8589496612548828,4.927873611450195,9.343147277832031
