mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
