mode,load,0_alexnet-8,1_mobilenet_v3_large-4,2_resnet101-2
mps-uncap,1.0,0.008106231689453125,0.00476837158203125,0.000476837158203125
mig,1.0,0.0073909759521484375,0.0064373016357421875,0.000476837158203125
