mode,load,0_densenet201-32,1_efficientnet_b5-8,2_vgg19-16
mps-uncap,0.8,248.1534093485441,90.27077104566658,814.6644290258185
mps-uncap,0.9,263.5268389384398,105.91956152252517,934.8301634559139
mps-uncap,1.0,267.46452488797945,110.16944883745468,954.1344389724572
mps-uncap,0.5,135.26251000558142,57.41926990786952,495.3373545238749
mps-uncap,0.6,173.99035652402137,66.11352684867133,614.8612878976643
mps-uncap,0.7,211.78489202702536,87.1846385867235,704.6897206918493
mps-uncap,0.1,32.20724143905698,11.443848246863745,106.22019169604039
mps-uncap,0.2,47.9834116620842,23.800792752534154,202.28334741246093
mps-uncap,0.3,87.14208971852668,33.64442837406507,292.7909044819927
mps-uncap,0.4,117.12048452637185,41.03997372388943,406.91736940976955
