mode,load,0_densenet169-8,1_mobilenet_v2-4,2_resnet18-4
mps-uncap,0.8,3717.7734375,12279.80899810791,93.78933906555176
mps-uncap,0.9,11689.913511276245,17615.731954574585,167.57583618164062
mps-uncap,1.0,14885.974407196045,22518.940210342407,4007.1144104003906
mps-uncap,0.5,116.67895317077637,67.4903392791748,17.132282257080078
mps-uncap,0.6,241.17136001586914,644.1216468811035,19.679546356201172
mps-uncap,0.7,453.9358615875244,6811.787128448486,39.23320770263672
mps-uncap,0.1,36.32616996765137,31.117677688598633,11.317968368530273
mps-uncap,0.2,42.369842529296875,23.502111434936523,16.819477081298828
mps-uncap,0.3,124.44448471069336,27.65798568725586,11.857271194458008
mps-uncap,0.4,88.8209342956543,34.642696380615234,17.15683937072754
