mode,load,0_densenet169-8,1_mobilenet_v2-4,2_resnet18-4
mps-uncap,0.8,17.032980918884277,4.12440299987793,2.0592212677001953
mps-uncap,0.9,17.34161376953125,4.153966903686523,2.0225048065185547
mps-uncap,1.0,17.168045043945312,4.088878631591797,2.0127296447753906
mps-uncap,0.5,17.468929290771484,4.07719612121582,2.0914077758789062
mps-uncap,0.6,17.48943328857422,4.172801971435547,2.0418167114257812
mps-uncap,0.7,17.079949378967285,4.176855087280273,2.0439624786376953
mps-uncap,0.1,19.55592632293701,8.731842041015625,4.462242126464844
mps-uncap,0.2,18.14436912536621,4.857063293457031,3.3621788024902344
mps-uncap,0.3,17.799854278564453,4.253268241882324,2.3550987243652344
mps-uncap,0.4,17.10963249206543,4.141807556152344,2.229452133178711
