mode,load,0_densenet169-8,1_mobilenet_v2-4,2_resnet18-4
mps-uncap,0.8,1240.620732307434,6225.727438926697,4.90260124206543
mps-uncap,0.9,5632.133960723877,8543.86043548584,12.96377182006836
mps-uncap,1.0,7021.066188812256,11311.659216880798,1517.9049968719482
mps-uncap,0.5,9.741783142089844,5.2748918533325195,0.5080699920654297
mps-uncap,0.6,21.84271812438965,121.85287475585938,1.0991096496582031
mps-uncap,0.7,76.92301273345947,3372.1364736557007,2.4532079696655273
mps-uncap,0.1,0.03993511199951172,0.028848648071289062,0.027418136596679688
mps-uncap,0.2,0.028848648071289062,0.024318695068359375,0.024318695068359375
mps-uncap,0.3,0.025272369384765625,0.52642822265625,0.019788742065429688
mps-uncap,0.4,2.390623092651367,2.243518829345703,0.022649765014648438
