mode,load,0_densenet169-8,1_mobilenet_v2-4,2_resnet18-4
mps-uncap,0.8,16.771554946899414,3.9823055267333984,1.9261837005615234
mps-uncap,0.9,17.1353816986084,4.002094268798828,1.9342899322509766
mps-uncap,1.0,16.914844512939453,3.9701461791992188,1.9099712371826172
mps-uncap,0.5,16.965389251708984,3.936767578125,1.9221305847167969
mps-uncap,0.6,17.047882080078125,4.0035247802734375,1.9230842590332031
mps-uncap,0.7,16.74365997314453,4.026651382446289,1.9159317016601562
mps-uncap,0.1,16.835451126098633,4.089593887329102,2.3088455200195312
mps-uncap,0.2,16.695261001586914,3.9675235748291016,1.926422119140625
mps-uncap,0.3,16.953468322753906,4.072666168212891,1.8837451934814453
mps-uncap,0.4,16.561269760131836,3.995656967163086,1.9025802612304688
