mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4,2_squeezenet1_0-4,3_squeezenet1_0-4
mig,0.1,4.55315589904785,4.566473960876465,4.555304050445556,6.016659736633303
mig,0.2,4.531002044677734,4.426734447479248,4.4901061058044425,6.084411144256592
mig,0.3,4.339790344238281,4.330720901489258,4.276301860809326,6.089963912963868
mig,0.4,3.824884891510007,3.8804435729980455,3.850479125976562,6.1623382568359375
mig,0.5,3.9186477661132812,4.001107215881346,3.9896774291992183,6.244063377380371
mig,0.6,4.033570289611816,4.0786027908325195,4.067540168762207,6.302099227905273
mig,0.7,4.09102439880371,4.160127639770507,4.155426025390626,6.406209468841553
mig,0.8,4.088454246520996,4.108715057373046,4.105801582336426,6.389989852905273
mig,0.9,3.785958290100099,3.821363449096678,3.8246059417724605,6.237435340881346
mig,1.0,3.56797218322754,3.6046695709228485,3.586945533752442,5.890049934387206
