mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4,2_squeezenet1_0-4,3_squeezenet1_0-4
mig,0.1,0.028848648071289062,0.028371810913085938,0.027894973754882812,0.03266334533691406
mig,0.2,0.028371810913085938,0.027894973754882812,0.028848648071289062,0.028848648071289062
mig,0.3,0.028848648071289062,0.028133392333984375,0.028133392333984375,0.028371810913085938
mig,0.4,0.026941299438476562,0.02193450927734375,0.025272369384765625,0.024080276489257812
mig,0.5,1.2650489807128906,1.302957534790039,0.9770393371582031,1.5168190002441406
mig,0.6,2.6023387908935547,2.7539730072021484,2.5339126586914062,3.5915374755859375
mig,0.7,5.542516708374023,6.035327911376953,8.162498474121094,9.145140647888184
mig,0.8,17.607927322387695,20.525455474853516,15.163898468017578,20.86353302001953
mig,0.9,54.83412742614746,119.1328763961792,75.09660720825195,89.50328826904297
mig,1.0,1009.6776485443115,1297.3947525024414,978.6224365234375,1689.4385814666748
