mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4,2_squeezenet1_0-4,3_squeezenet1_0-4
mig,0.1,156.59482975614486,152.15466751974012,151.40477645243132,84.39788687587512
mig,0.2,304.3463044440164,295.9803541732294,302.91427917530564,159.21565500191613
mig,0.3,444.19882643942316,451.505644370664,464.3432313398084,248.23152980367746
mig,0.4,613.51998747372,596.3898923357729,601.4422078152027,313.48246675102297
mig,0.5,767.249000466829,752.5982642799397,733.9326037388781,409.86203122247645
mig,0.6,892.5901751193726,902.9568218001409,891.721300862313,492.07610671101213
mig,0.7,1041.182161299661,1057.3029428679188,1091.9967699277904,591.4776318192233
mig,0.8,1205.4801287244863,1226.1697666397808,1176.8000180270922,667.6351899722526
mig,0.9,1355.324469271265,1327.3512031699372,1347.3789057490146,728.0488686693942
mig,1.0,1378.1451546015853,1368.2678510786445,1368.4676409469737,750.0486030237707
