mode,load,0_squeezenet1_0-4,1_squeezenet1_0-4,2_squeezenet1_0-4,3_squeezenet1_0-4
mig,0.1,4.868049621582015,5.200991630554208,4.330890178680418,4.967832565307628
mig,0.2,8.242988586425806,8.08141708374023,7.7043175697326625,8.944606781005858
mig,0.3,8.256816864013679,8.962063789367678,10.00253438949585,11.147556304931683
mig,0.4,10.032250881195067,9.646844863891594,10.161323547363272,13.860232830047615
mig,0.5,14.352083206176758,14.843106269836422,13.635940551757807,21.866559982299805
mig,0.6,25.373983383178736,23.296127319335955,23.306608200073242,38.00747394561761
mig,0.7,38.343143463134766,38.08881759643554,62.056689262390165,86.67240381240848
mig,0.8,99.92175579071063,94.88999843597392,96.55298233032227,158.4192657470712
mig,0.9,715.5879426002502,609.5280361175537,808.4376382827758,574.2144346237183
mig,1.0,5762.799792289734,6021.547374725342,5430.193381309509,5659.425826072693
