mode,load,0_vgg13-2,1_vgg13-2,2_vgg13-2,3_vgg13-2
mig,0.1,5.17582893371582,5.242824554443359,5.233287811279297,10.918617248535156
mig,0.2,5.181550979614258,5.246639251708984,5.201578140258789,10.930061340332031
mig,0.3,5.150556564331055,5.189657211303711,5.194664001464844,10.908842086791992
mig,0.4,5.158424377441406,5.199670791625977,5.197048187255859,10.901212692260742
mig,0.5,5.163431167602539,5.187511444091797,5.179643630981445,10.894298553466797
mig,0.6,5.140542984008789,5.17582893371582,5.177021026611328,10.893106460571289
mig,0.7,5.155801773071289,5.186796188354492,5.173444747924805,10.888338088989258
mig,0.8,5.157709121704102,5.180597305297852,5.176782608032227,10.891914367675781
mig,0.9,5.1479339599609375,5.191564559936523,5.174398422241211,10.894536972045898
mig,1.0,5.181312561035156,5.192279815673828,5.227327346801758,10.972976684570312
