mode,load,0_vgg13-2,1_vgg13-2,2_vgg13-2,3_vgg13-2
mig,0.1,13.907670974731445,15.73324203491211,16.87026023864746,28.440475463867188
mig,0.2,16.27635955810547,19.54507827758789,19.507884979248047,39.89148139953613
mig,0.3,20.42412757873535,25.554418563842773,19.887208938598633,59.278011322021484
mig,0.4,27.18639373779297,30.71427345275879,33.0042839050293,66.66803359985352
mig,0.5,35.608768463134766,40.801048278808594,33.87165069580078,67.28124618530273
mig,0.6,41.41592979431152,40.52138328552246,35.27498245239258,94.27499771118164
mig,0.7,72.98541069030762,55.18293380737305,52.201032638549805,130.83577156066895
mig,0.8,77.72445678710938,78.02677154541016,88.81855010986328,160.491943359375
mig,0.9,110.33082008361816,112.87760734558105,148.5738754272461,215.26360511779785
mig,1.0,384.72628593444824,591.599702835083,488.24381828308105,584.4595432281494
