mode,load,0_vgg13-2,1_vgg13-2,2_vgg13-2,3_vgg13-2
mig,0.1,35.31490054201764,36.38472181857582,35.58495263119032,18.198290135074664
mig,0.2,71.3092683098226,72.37599935347494,75.53594358613371,35.61598783366836
mig,0.3,108.68014036664204,111.0058486910903,107.75482108089219,52.21472785674817
mig,0.4,144.85760650568503,148.0389346204052,148.37432493930586,71.71037620742307
mig,0.5,184.79822217587497,182.84431869759825,186.59322269195818,86.96412574844298
mig,0.6,225.75499353521155,216.86900460022503,219.28858908161078,106.56195530282349
mig,0.7,254.95981813795413,258.8084584656801,252.92910501223324,122.75833876064009
mig,0.8,302.5034340630246,289.37575173481696,297.58934305856525,141.0693383058618
mig,0.9,326.83664348259003,336.547161578293,329.18832083693616,158.64898897166086
mig,1.0,372.683236889991,372.86247221001355,374.1163205128433,177.9813245606
