mode,load,0_vgg13-2,1_vgg13-2,2_vgg13-2,3_vgg13-2
mig,0.1,10.10404348373414,10.327489376068106,10.497789382934567,20.82226753234862
mig,0.2,11.630990505218469,11.730947494506836,12.92555332183838,27.144575119018576
mig,0.3,15.131664276123054,14.87969160079956,14.723291397094734,33.77539396286014
mig,0.4,17.742898464202895,18.90087127685535,17.813563346862793,39.852733612060526
mig,0.5,20.835256576538097,20.92680931091308,21.78064346313475,38.71087074279783
mig,0.6,28.30597639083865,25.283088684082028,24.505062103271484,60.20862102508547
mig,0.7,37.51144409179688,32.37887144088746,32.21584081649781,78.4808897972107
mig,0.8,51.134357452392635,52.477331161499066,58.592243194580135,108.4485363960266
mig,0.9,88.65934848785402,86.6619873046875,97.21389293670654,175.4490041732788
mig,1.0,354.6964359283448,547.1495604515076,452.6730060577395,544.6920442581173
