mode,load,0_resnet152-16,1_resnet152-2,2_vgg19-16
mps-uncap,0.8,68.55717897415161,52.68064260482788,15.264098644256592
mps-uncap,0.9,66.9312047958374,56.80837154388428,15.437874794006348
mps-uncap,1.0,67.60550260543822,57.23576545715332,15.60089111328125
mps-uncap,0.5,61.09307289123534,44.20028686523433,14.22307014465332
mps-uncap,0.6,64.41954612731935,47.71464586257935,14.544248580932617
mps-uncap,0.7,64.87656831741334,54.41880226135254,14.940791130065916
mps-uncap,0.1,24.773144721984867,24.84124183654785,12.383294105529783
mps-uncap,0.2,35.68561553955079,24.514055252075206,13.652048110961914
mps-uncap,0.3,44.84086275100708,32.7880549430847,13.752360343933105
mps-uncap,0.4,56.94381237030029,43.06476116180419,14.049949645996094
