mode,load,0_densenet121-4,1_efficientnet_b6-4,2_vgg13-8
mps-uncap,0.8,26.99995517730713,37.02378273010253,5.836300849914551
mps-uncap,0.9,27.917804718017578,37.97121763229371,5.988922119140625
mps-uncap,1.0,28.58400821685791,38.585805892944336,6.069736480712891
mps-uncap,0.5,23.95298004150391,32.99346685409546,5.62148094177246
mps-uncap,0.6,23.598909378051758,36.85401916503906,5.648839473724364
mps-uncap,0.7,26.135621070861813,36.12512111663818,5.727152824401856
mps-uncap,0.1,19.909908771514893,27.03779935836792,5.235776901245115
mps-uncap,0.2,19.25640106201172,28.288698196411126,5.270195007324219
mps-uncap,0.3,21.138792037963857,29.80443000793456,5.411205291748045
mps-uncap,0.4,21.17777347564697,31.68200016021727,5.530178546905518
