mode,load,0_alexnet-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,1642.7948344286735,2286.6214075642,1150.0682247450325
mps-uncap,0.9,1855.5634218273847,2614.334591892534,1277.9506749390086
mps-uncap,1.0,2070.3115960807218,2626.7284988122665,1275.7674309296162
mps-uncap,0.5,1006.5887113089092,1417.3414794063242,700.3471635017166
mps-uncap,0.6,1225.5373698294745,1728.982529092284,830.6968915809905
mps-uncap,0.7,1425.3072858198177,2074.0081405212363,997.2660459816257
mps-uncap,0.1,207.3414331044824,296.2488071288576,135.8340756569435
mps-uncap,0.2,414.4969146311922,581.4604038016357,285.8975894674519
mps-uncap,0.3,624.2719347734577,806.7986663960594,413.3895409100525
mps-uncap,0.4,806.1999329271855,1129.832990556578,566.8979946572293
