mode,load,0_alexnet-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,13.172626495361328,17.21978187561035,11.535406112670898
mps-uncap,0.9,12.922048568725586,26.86285972595215,15.140056610107422
mps-uncap,1.0,13.646125793457031,28.6257266998291,13.953685760498047
mps-uncap,0.5,9.436368942260742,15.501976013183594,12.272834777832031
mps-uncap,0.6,9.24372673034668,15.737056732177734,11.103630065917969
mps-uncap,0.7,9.202003479003906,16.71314239501953,11.289596557617188
mps-uncap,0.1,11.307239532470703,17.46368408203125,12.597084045410156
mps-uncap,0.2,10.088920593261719,14.286041259765625,15.566587448120117
mps-uncap,0.3,8.897066116333008,15.033721923828125,11.421442031860352
mps-uncap,0.4,9.193897247314453,15.572786331176758,18.73612403869629
