mode,load,0_alexnet-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,0.009059906005859375,0.0095367431640625,0.009059906005859375
mps-uncap,0.9,0.009059906005859375,0.010967254638671875,0.010728836059570312
mps-uncap,1.0,0.010013580322265625,0.013828277587890625,0.011444091796875
mps-uncap,0.5,0.011205673217773438,0.010967254638671875,0.009059906005859375
mps-uncap,0.6,0.010013580322265625,0.009059906005859375,0.0095367431640625
mps-uncap,0.7,0.009059906005859375,0.010967254638671875,0.009059906005859375
mps-uncap,0.1,0.013113021850585938,0.013113021850585938,0.012636184692382812
mps-uncap,0.2,0.011682510375976562,0.011682510375976562,0.01239776611328125
mps-uncap,0.3,0.011920928955078125,0.012159347534179688,0.012159347534179688
mps-uncap,0.4,0.010728836059570312,0.010728836059570312,0.010967254638671875
