mode,load,0_alexnet-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,4.416942596435547,12.305021286010742,6.90159797668457
mps-uncap,0.9,4.964590072631836,12.737727165222168,7.216930389404297
mps-uncap,1.0,5.331277847290039,12.856483459472656,7.3416709899902335
mps-uncap,0.5,3.7143707275390634,10.615396499633789,6.0674905776977575
mps-uncap,0.6,4.029989242553711,10.918521881103517,6.3391208648681685
mps-uncap,0.7,4.040956497192383,11.945867538452148,6.73227310180664
mps-uncap,0.1,2.682924270629883,10.165882110595703,5.814385414123535
mps-uncap,0.2,2.8832435607910156,9.71364974975586,5.185604095458984
mps-uncap,0.3,3.2188415527343754,9.821224212646486,5.455017089843749
mps-uncap,0.4,3.465414047241211,10.425376892089844,5.855798721313477
