mode,load,0_alexnet-8,1_resnet18-32,2_vgg11-8
mps-uncap,0.8,4.338741302490234,16.89743995666504,11.176347732543945
mps-uncap,0.9,9.659528732299805,106.24206066131592,74.00345802307129
mps-uncap,1.0,303.57134342193604,2694.0280199050903,3411.6744995117188
mps-uncap,0.5,2.4242401123046875,8.510351181030273,5.084395408630371
mps-uncap,0.6,2.7511119842529297,9.571671485900879,5.937099456787109
mps-uncap,0.7,3.2558441162109375,12.18116283416748,7.45081901550293
mps-uncap,0.1,1.8506050109863281,7.648706436157227,4.327058792114258
mps-uncap,0.2,1.77764892578125,7.151126861572266,4.171848297119141
mps-uncap,0.3,1.7521381378173828,7.226228713989258,4.20689582824707
mps-uncap,0.4,1.9469261169433594,7.814884185791016,4.544496536254883
