mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,2.985715866088867,13.19265365600586,5.602598190307617
mps-uncap,0.9,3.202676773071289,13.244152069091797,4.787921905517578
mps-uncap,1.0,3.2303333282470703,14.469623565673828,4.370212554931641
mps-uncap,0.5,2.621173858642578,19.219398498535156,8.21065902709961
mps-uncap,0.6,3.3702850341796875,16.595125198364258,5.903959274291992
mps-uncap,0.7,2.8362274169921875,17.104387283325195,5.598306655883789
mps-uncap,0.1,2.6810169219970703,19.67644691467285,6.748199462890625
mps-uncap,0.2,2.8579235076904297,20.936250686645508,8.513212203979492
mps-uncap,0.3,2.5844573974609375,19.869089126586914,8.56924057006836
mps-uncap,0.4,2.8076171875,19.23656463623047,7.072925567626953
