mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,7.627153396606449,35.84282398223876,12.742042541503906
mps-uncap,0.9,9.990596771240238,61.89558506011965,12.543201446533203
mps-uncap,1.0,24.65524673461914,165.88826179504403,25.69513320922852
mps-uncap,0.5,3.5403966903686523,21.570158004760742,9.467124938964846
mps-uncap,0.6,4.338431358337402,21.169352531433105,8.507704734802248
mps-uncap,0.7,5.082368850708009,23.115968704223636,8.5313081741333
mps-uncap,0.1,1.7325401306152346,19.173812866210938,8.423209190368652
mps-uncap,0.2,2.2411346435546875,23.249983787536618,10.67805290222168
mps-uncap,0.3,2.6161670684814453,23.702430725097656,11.412501335144043
mps-uncap,0.4,3.0384063720703125,22.803831100463864,10.645103454589844
