mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,20.24984359741211,82.20505714416504,28.7473201751709
mps-uncap,0.9,30.784130096435547,164.25514221191406,34.6837043762207
mps-uncap,1.0,64.74590301513672,305.9566020965576,76.12299919128418
mps-uncap,0.5,9.43303108215332,44.152259826660156,24.092674255371094
mps-uncap,0.6,14.1448974609375,42.50383377075195,24.975299835205078
mps-uncap,0.7,16.512155532836914,42.36245155334473,26.91817283630371
mps-uncap,0.1,3.196239471435547,26.272058486938477,14.106035232543945
mps-uncap,0.2,3.1270980834960938,39.92462158203125,21.688222885131836
mps-uncap,0.3,6.27446174621582,35.17031669616699,27.76336669921875
mps-uncap,0.4,7.625579833984375,40.14921188354492,26.000022888183594
