mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,13.902559280395563,67.82482147216798,22.846841812133775
mps-uncap,0.9,20.54239273071285,112.34287977218548,22.724092006683346
mps-uncap,1.0,40.78201293945312,239.17814254760754,55.25184154510461
mps-uncap,0.5,5.951404571533203,32.266211509704604,16.045460700988766
mps-uncap,0.6,7.543060779571534,34.88995075225832,15.898382663726823
mps-uncap,0.7,10.0529670715332,36.763770580291734,15.174274444580076
mps-uncap,0.1,2.858469486236572,32.04395771026608,13.456439971923833
mps-uncap,0.2,3.306841850280761,37.16487646102905,17.281174659729004
mps-uncap,0.3,3.942260742187498,36.6712951660156,18.910930156707778
mps-uncap,0.4,5.208511352539056,34.18084621429444,17.82704830169678
