mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,1.3165473937988281,5.344986915588379,2.2644996643066406
mps-uncap,0.9,2.252817153930664,10.285615921020508,2.383708953857422
mps-uncap,1.0,7.3528289794921875,37.12749481201172,5.43212890625
mps-uncap,0.5,0.04124641418457031,0.04887580871582031,0.2880096435546875
mps-uncap,0.6,0.11897087097167969,0.04863739013671875,0.46443939208984375
mps-uncap,0.7,0.5309581756591797,0.33605098724365234,1.1188983917236328
mps-uncap,0.1,0.04208087921142578,0.05793571472167969,0.047087669372558594
mps-uncap,0.2,0.0400543212890625,0.054836273193359375,0.04553794860839844
mps-uncap,0.3,0.039577484130859375,0.05245208740234375,0.04684925079345703
mps-uncap,0.4,0.04029273986816406,0.051975250244140625,0.10275840759277344
