mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,0.00762939453125,0.011682510375976562,0.00858306884765625
mps-uncap,0.9,0.007152557373046875,0.010013580322265625,0.008344650268554688
mps-uncap,1.0,0.0073909759521484375,0.009775161743164062,0.008106231689453125
mps-uncap,0.5,0.008821487426757812,0.009775161743164062,0.008344650268554688
mps-uncap,0.6,0.00762939453125,0.009775161743164062,0.008344650268554688
mps-uncap,0.7,0.007152557373046875,0.011205673217773438,0.008344650268554688
mps-uncap,0.1,0.010013580322265625,0.013113021850585938,0.010728836059570312
mps-uncap,0.2,0.008821487426757812,0.010967254638671875,0.010967254638671875
mps-uncap,0.3,0.009298324584960938,0.012159347534179688,0.009298324584960938
mps-uncap,0.4,0.008821487426757812,0.011682510375976562,0.008821487426757812
