mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,1.64794921875,10.178208351135254,2.6679039001464844
mps-uncap,0.9,1.6736984252929688,11.07180118560791,2.5551319122314453
mps-uncap,1.0,1.7049312591552734,11.694908142089844,2.638101577758789
mps-uncap,0.5,1.5668869018554688,9.707450866699219,3.7589073181152344
mps-uncap,0.6,1.585245132446289,9.138345718383789,2.6154518127441406
mps-uncap,0.7,1.5501976013183594,8.967876434326172,2.564668655395508
mps-uncap,0.1,1.5187263488769531,16.463279724121094,5.645155906677246
mps-uncap,0.2,1.5239715576171875,14.63937759399414,5.696296691894531
mps-uncap,0.3,1.4829635620117188,12.574434280395508,5.284667015075684
mps-uncap,0.4,1.5532970428466797,11.466026306152344,3.9567947387695312
