mode,load,0_alexnet-16,1_densenet121-8,2_mobilenet_v3_small-4
mps-uncap,0.8,12.202305793762209,57.01053619384767,20.030546188354467
mps-uncap,0.9,18.693835735321038,102.77891635894764,20.178592205047604
mps-uncap,1.0,39.02419090270994,228.2476997375489,52.14697360992402
mps-uncap,0.5,4.280948638916017,23.475599288940458,12.719502449035643
mps-uncap,0.6,5.869188308715821,26.22586250305177,12.764387130737308
mps-uncap,0.7,8.39297294616698,28.022737503051758,12.399899959564209
mps-uncap,0.1,1.3630509376525872,15.873856544494618,7.909429073333741
mps-uncap,0.2,1.758289337158203,24.981336593627915,11.944830417633057
mps-uncap,0.3,2.4170398712158194,25.99216461181633,14.211132526397744
mps-uncap,0.4,3.5748958587646467,25.043668746948256,14.157371520996104
