mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,19.51646327972412,32.16789245605469,19.586634635925293
mig,1.0,13.10678482055664,49.93289947509765,20.30993461608887
