mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,17.800092697143555,30.901432037353516,17.713427543640137
mig,1.0,11.802196502685547,48.622846603393555,19.169330596923828
