mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,29.083967208862305,42.016029357910156,29.4036865234375
mig,1.0,25.769948959350586,55.97066879272461,32.16266632080078
