mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,17.800211906433105,30.901670455932617,17.713546752929688
mig,1.0,11.802196502685547,48.623085021972656,19.169330596923828
