mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,19.063448905944824,31.662893295288082,18.991541862487793
mig,1.0,12.12763786315918,49.001312255859375,19.45600509643555
