mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,19.51669931411743,32.16813087463379,19.586715698242188
mig,1.0,13.107023239135742,49.93295669555664,20.30993461608887
