mode,load,0_inception_v3-16,1_efficientnet_b7-8,2_resnet101-8
mps-uncap,1.0,14.726638793945312,25.13718605041504,14.531135559082031
mig,1.0,11.472702026367188,47.98078536987305,18.89657974243164
