mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,185.07943153381348,186.40179634094238,240.55910110473636,361.0978126525879
mig,0.2,296.1010694503785,257.058119773865,323.34995269775396,456.06980323791515
mig,0.3,289.9468660354615,332.97433853149414,326.10833644866943,662.7492904663087
mig,0.4,410.88843345642096,345.6311225891113,449.94311332702654,701.31995677948
mig,0.5,570.9619522094727,407.6327323913575,474.14689064025885,842.102885246277
mig,0.6,629.2092800140381,785.2450132370006,657.8763961791993,1126.8161773681645
mig,0.7,1166.416883468628,1965.9563541412356,887.8817558288572,1580.5804252624512
mig,0.8,5643.020224571228,2289.7480726242075,1211.0984802246094,2369.7505950927734
mig,0.9,2184.373092651367,3045.143151283265,2441.500473022461,6785.403299331665
mig,1.0,8437.564849853516,5730.459046363831,4826.1720180511475,6522.47257232666
