mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,18.120513162560588,13.674391177975417,9.671705788772192,7.667294199854436
mig,0.2,39.479044759680164,31.83034752600995,46.85212514567358,18.801727057470288
mig,0.3,43.08712311312312,66.27946798693266,59.48716160000498,24.877204060576606
mig,0.4,71.05314717636067,61.01565795386828,73.23764693220832,36.51450957710985
mig,0.5,97.24295023355508,108.46118489946134,98.16937875114208,48.103535289265864
mig,0.6,115.43831088230047,111.52174460447955,124.96814003268553,56.05820220047801
mig,0.7,130.50450918798518,128.21130403215676,135.9246166652938,71.27067136225368
mig,0.8,159.64062959923095,155.6086993418642,154.40254574232716,78.40256511271083
mig,0.9,167.55299579453836,161.17007078474128,167.32427725910503,87.5593254603259
mig,1.0,171.87863113398762,169.6305195360179,158.42220067288574,87.35372739365765
