mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,0.04744529724121094,0.029206275939941406,0.04982948303222656,0.047326087951660156
mig,0.2,0.04017353057861328,0.03266334533691406,0.03707408905029297,0.04088878631591797
mig,0.3,0.03170967102050781,0.0438690185546875,0.03218650817871094,0.042438507080078125
mig,0.4,0.05793571472167969,0.035762786865234375,0.03266334533691406,0.047326087951660156
mig,0.5,56.38575553894043,45.85075378417969,28.105616569519043,66.65492057800293
mig,0.6,117.95902252197266,110.16035079956055,113.05689811706543,191.2364959716797
mig,0.7,178.6813735961914,272.28784561157227,252.73001194000244,375.26869773864746
mig,0.8,1775.4771709442139,941.2192106246948,417.8593158721924,943.9184665679932
mig,0.9,1168.0318117141724,1364.037275314331,1437.4806880950928,3903.1522274017334
mig,1.0,4197.897434234619,4011.117696762085,2539.0913486480713,4243.033885955811
