mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,187.12472915649414,187.4847412109375,187.85429000854492,361.80996894836426
mig,0.2,186.52844429016113,185.85705757141113,186.86175346374512,361.9356155395508
mig,0.3,187.65664100646973,187.77132034301758,188.17710876464844,363.8312816619873
mig,0.4,186.69366836547852,186.7392063140869,187.02077865600586,362.73193359375
mig,0.5,187.2425079345703,187.39652633666992,186.67936325073242,364.61353302001953
mig,0.6,186.70654296875,185.79936027526855,187.25252151489258,363.950252532959
mig,0.7,189.13984298706055,188.70782852172852,189.87298011779785,368.4680461883545
mig,0.8,192.26360321044922,191.80965423583984,191.8313503265381,370.8834648132324
mig,0.9,194.87953186035156,194.54216957092285,194.4136619567871,369.72737312316895
mig,1.0,192.6887035369873,192.83819198608398,193.19987297058105,371.8292713165283
