mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,186.9286346435547,187.37346172332764,187.4976348876953,361.73479557037354
mig,0.2,186.11381769180298,185.14448881149292,186.3861584663391,361.8459391593933
mig,0.3,185.69263219833374,185.58154106140137,185.71835279464722,363.4214115142822
mig,0.4,186.44339561462402,186.72513961791992,185.36236763000488,362.6235842704773
mig,0.5,186.63455247879025,186.56074047088623,186.32543563842773,364.3566846847534
mig,0.6,186.06138229370117,185.6212592124939,185.75483322143555,363.448543548584
mig,0.7,187.77987957000732,187.46190547943115,187.72480249404907,366.9621181488037
mig,0.8,190.87072849273682,190.76714515686035,191.07433795928955,369.69254493713385
mig,0.9,191.2157154083252,191.34440660476685,191.5105867385864,369.6785068511963
mig,1.0,190.29729843139648,191.16856575012207,191.60037040710452,371.1133098602295
