mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,0.1,0.06771087646484375,0.05602836608886719,173.78473281860352,0.0553131103515625
mig,0.2,214.6446704864502,181.00500106811523,316.8759346008301,205.33156394958496
mig,0.3,213.42921257019043,314.9373531341553,417.4313545227051,903.0954837799072
mig,0.4,319.2553520202637,444.8118209838867,613.6846542358398,724.8890399932861
mig,0.5,839.6472930908203,532.1025848388672,781.0535430908203,1235.724925994873
mig,0.6,848.6771583557129,1142.6033973693848,922.8878021240234,1407.5679779052734
mig,0.7,1410.4440212249756,2136.4712715148926,1045.7022190093994,1953.71413230896
mig,0.8,6037.3804569244385,2856.0099601745605,1549.6280193328857,2945.235252380371
mig,0.9,2547.6324558258057,3707.568407058716,3109.8389625549316,8877.389907836914
mig,1.0,10267.898559570312,7038.987398147583,5265.904426574707,6944.730997085571
