mode,load,0_alexnet-32,1_densenet169-32,2_mobilenet_v2-32,3_mobilenet_v3_small-2
mps-uncap,1.0,0.009775161743164062,0.0007152557373046875,0.0007152557373046875,0.0069141387939453125
