mode,load,0_efficientnet_b6-8,1_resnet18-32,2_resnet34-16
mps-uncap,0.8,128.00264358520508,56.04863166809082,82.76224136352539
mps-uncap,0.9,230.03220558166504,174.38387870788574,121.63019180297852
mps-uncap,1.0,885.8067989349365,371.95706367492676,388.995885848999
mps-uncap,0.5,37.534236907958984,27.552366256713867,24.03402328491211
mps-uncap,0.6,105.30662536621094,27.65798568725586,29.19602394104004
mps-uncap,0.7,114.7463321685791,54.57282066345215,80.8720588684082
mps-uncap,0.1,25.673866271972656,4.485130310058594,6.768941879272461
mps-uncap,0.2,26.213884353637695,8.04281234741211,13.489723205566406
mps-uncap,0.3,32.306671142578125,11.651754379272461,12.426614761352539
mps-uncap,0.4,35.796165466308594,15.58995246887207,13.606548309326172
