mode,load,0_efficientnet_b6-8,1_resnet18-32,2_resnet34-16
mps-uncap,0.8,171.10938341525016,3582.9936663819326,1176.7633406449602
mps-uncap,0.9,201.94689239332922,4044.1632447681177,1338.5099947882607
mps-uncap,1.0,221.11220548812122,4448.472259417305,1434.52777296664
mps-uncap,0.5,113.39716801326978,2211.3933906306465,737.0852716909654
mps-uncap,0.6,137.4329384956879,2701.3360370448045,886.5563845688864
mps-uncap,0.7,152.27715767719394,3075.629053601086,1010.180909196453
mps-uncap,0.1,23.599063781958943,443.7434018593468,148.9881800478859
mps-uncap,0.2,47.25623524750693,899.3233052809015,291.7981214463757
mps-uncap,0.3,64.68177708102638,1309.8302113496484,450.5770280794178
mps-uncap,0.4,87.56670157270923,1782.9194172403602,609.9284944290907
