mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,7.712244987487793,4.926919937133789,6.287097930908203
mps-uncap,0.9,1006.4282417297363,26.684284210205078,51.11730098724365
mps-uncap,1.0,5855.488538742065,1694.3827867507935,1552.7546405792236
mps-uncap,0.5,0.027894973754882812,0.028133392333984375,0.028371810913085938
mps-uncap,0.6,0.09751319885253906,0.026941299438476562,0.026941299438476562
mps-uncap,0.7,2.0520687103271484,0.8230209350585938,0.10859966278076172
mps-uncap,0.1,0.038623809814453125,0.04029273986816406,0.04076957702636719
mps-uncap,0.2,0.028133392333984375,0.029802322387695312,0.03981590270996094
mps-uncap,0.3,0.027894973754882812,0.028371810913085938,0.028848648071289062
mps-uncap,0.4,0.028371810913085938,0.027418136596679688,0.028371810913085938
