mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,2.640962600708008,2.7036666870117188,3.5827159881591797
mps-uncap,0.9,2.763986587524414,2.847433090209961,3.8993358612060547
mps-uncap,1.0,4.328489303588867,5.167484283447266,6.938457489013672
mps-uncap,0.5,2.63214111328125,2.665281295776367,3.5333633422851562
mps-uncap,0.6,2.62451171875,2.6788711547851562,3.5657882690429688
mps-uncap,0.7,2.6273727416992188,2.6731491088867188,3.543376922607422
mps-uncap,0.1,2.652406692504883,2.6683807373046875,3.535747528076172
mps-uncap,0.2,2.635478973388672,2.6559829711914062,3.5202503204345703
mps-uncap,0.3,2.619028091430664,2.661466598510742,3.5326480865478516
mps-uncap,0.4,2.6230812072753906,2.651214599609375,3.528118133544922
