mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,32.64844417572021,22.160720825195312,39.207053184509284
mps-uncap,0.9,2256.21452331543,111.08431816101074,134.62412357330322
mps-uncap,1.0,10079.33316230774,3908.986806869507,2329.817533493042
mps-uncap,0.5,4.7454833984375,3.71987819671631,4.4727325439453125
mps-uncap,0.6,7.324457168579102,5.416798591613774,7.469749450683593
mps-uncap,0.7,13.025188446044925,10.101079940795913,11.778879165649426
mps-uncap,0.1,0.797271728515625,0.04458427429199219,0.043678283691406264
mps-uncap,0.2,2.102184295654295,0.38099288940429754,0.04756450653076172
mps-uncap,0.3,3.1712055206298864,1.8948078155517576,1.4587640762329106
mps-uncap,0.4,3.9849281311035156,2.6544570922851576,3.253626823425293
