mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,12.737751007080078,10.420083999633789,14.53256607055664
mps-uncap,0.9,1012.033224105835,32.82022476196289,60.80305576324463
mps-uncap,1.0,5861.766576766968,1701.6276121139526,1562.560796737671
mps-uncap,0.5,4.426002502441406,4.29081916809082,5.9223175048828125
mps-uncap,0.6,5.098223686218262,4.928112030029297,6.947755813598633
mps-uncap,0.7,6.589412689208984,6.156444549560547,8.397459983825684
mps-uncap,0.1,5.10406494140625,3.0193328857421875,3.921031951904297
mps-uncap,0.2,4.788398742675781,3.0039548873901367,3.869771957397461
mps-uncap,0.3,4.548549652099609,3.201007843017578,4.498958587646484
mps-uncap,0.4,4.27699089050293,3.725290298461914,5.222558975219727
