mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,122.75028228759766,72.54457473754883,126.04427337646484
mps-uncap,0.9,2833.0366611480713,282.4246883392334,271.514892578125
mps-uncap,1.0,11134.500980377197,4546.276330947876,3070.8255767822266
mps-uncap,0.5,22.127866744995117,15.504598617553711,21.654129028320312
mps-uncap,0.6,33.71453285217285,44.39544677734375,35.929203033447266
mps-uncap,0.7,57.614803314208984,53.10773849487305,47.20878601074219
mps-uncap,0.1,10.767459869384766,5.759954452514648,5.712270736694336
mps-uncap,0.2,10.928630828857422,5.664587020874023,6.947040557861328
mps-uncap,0.3,15.557050704956055,13.175249099731445,12.243986129760742
mps-uncap,0.4,21.30270004272461,14.524698257446289,17.223834991455078
