mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,10.191202163696289,8.492231369018555,12.248516082763672
mps-uncap,0.9,9.364843368530273,8.283615112304688,12.462377548217773
mps-uncap,1.0,9.730339050292969,8.45646858215332,12.377262115478516
mps-uncap,0.5,10.128498077392578,8.119821548461914,10.376691818237305
mps-uncap,0.6,10.135889053344727,8.131265640258789,11.536836624145508
mps-uncap,0.7,10.523080825805664,8.676290512084961,11.815786361694336
mps-uncap,0.1,9.277820587158203,7.282733917236328,9.564876556396484
mps-uncap,0.2,9.307384490966797,7.279872894287109,9.673595428466797
mps-uncap,0.3,9.881258010864258,7.776021957397461,10.42485237121582
mps-uncap,0.4,10.113000869750977,7.811069488525391,11.697769165039062
