mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,2.6292800903320312,2.6803016662597656,3.5543441772460938
mps-uncap,0.9,2.657175064086914,2.811908721923828,3.8750171661376953
mps-uncap,1.0,4.15349006652832,4.045248031616211,6.245613098144531
mps-uncap,0.5,2.609729766845703,2.645254135131836,3.515958786010742
mps-uncap,0.6,2.6106834411621094,2.6540756225585938,3.5469532012939453
mps-uncap,0.7,2.6137828826904297,2.651691436767578,3.531932830810547
mps-uncap,0.1,2.6361942291259766,2.644777297973633,3.514528274536133
mps-uncap,0.2,2.6214122772216797,2.641439437866211,3.5059452056884766
mps-uncap,0.3,2.6073455810546875,2.649545669555664,3.5178661346435547
mps-uncap,0.4,2.6047229766845703,2.6378631591796875,3.509044647216797
