mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,0.009059906005859375,0.009775161743164062,0.010013580322265625
mps-uncap,0.9,0.011444091796875,0.009298324584960938,0.009775161743164062
mps-uncap,1.0,0.01239776611328125,0.011920928955078125,0.0152587890625
mps-uncap,0.5,0.009298324584960938,0.011205673217773438,0.012159347534179688
mps-uncap,0.6,0.009298324584960938,0.009059906005859375,0.009775161743164062
mps-uncap,0.7,0.009298324584960938,0.0095367431640625,0.010251998901367188
mps-uncap,0.1,0.014066696166992188,0.015020370483398438,0.015020370483398438
mps-uncap,0.2,0.01239776611328125,0.011920928955078125,0.013828277587890625
mps-uncap,0.3,0.011682510375976562,0.011920928955078125,0.013828277587890625
mps-uncap,0.4,0.009298324584960938,0.013113021850585938,0.013589859008789062
