mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,8.626828193664545,7.684664726257328,11.451084613800045
mps-uncap,0.9,6.580219268798828,7.68941879272461,11.776070594787598
mps-uncap,1.0,6.613969802856445,7.832527160644531,11.779394149780273
mps-uncap,0.5,8.343553543090824,6.939978599548339,9.388923645019535
mps-uncap,0.6,8.421924114227293,7.146444320678711,10.244827270507814
mps-uncap,0.7,8.509254455566412,7.3871660232543945,10.768854618072524
mps-uncap,0.1,7.784366607666016,6.312603950500488,8.214769363403322
mps-uncap,0.2,7.999758720397946,6.378560066223152,8.578062057495117
mps-uncap,0.3,8.149352073669434,6.728761196136472,8.943686485290527
mps-uncap,0.4,8.241593837738037,6.9150590896606445,9.327251911163327
