mode,load,0_alexnet-32,1_vgg13-4,2_vgg19-4
mps-uncap,0.8,128.31568717956543,76.63702964782715,131.93511962890625
mps-uncap,0.9,2839.2696380615234,287.2295379638672,280.5302143096924
mps-uncap,1.0,11140.629053115845,4551.734209060669,3079.8940658569336
mps-uncap,0.5,25.157928466796875,22.453784942626953,25.774240493774414
mps-uncap,0.6,38.40327262878418,50.52328109741211,43.37024688720703
mps-uncap,0.7,62.4384880065918,56.11133575439453,55.674076080322266
mps-uncap,0.1,17.618656158447266,9.50932502746582,10.570764541625977
mps-uncap,0.2,15.795707702636719,9.953975677490234,12.885808944702148
mps-uncap,0.3,18.68438720703125,15.880107879638672,19.001007080078125
mps-uncap,0.4,25.41041374206543,17.7459716796875,21.31199836730957
