mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,46.3972496986389,31.99918270111085,22.087631225585934
mps-uncap,0.9,87.14891672134412,62.732243537902676,61.78145408630356
mps-uncap,1.0,1104.8003673553471,231.8257713317872,419.12513732910156
mps-uncap,0.5,24.344301223754922,11.311335563659664,14.444532394409169
mps-uncap,0.6,28.293004035949764,17.914934158325153,14.008283615112305
mps-uncap,0.7,36.797523498535206,23.32737922668445,13.494915962219238
mps-uncap,0.1,17.3073387145996,4.410781860351552,6.069445610046385
mps-uncap,0.2,25.577416419982917,6.228513717651371,9.434318542480472
mps-uncap,0.3,24.68240261077881,9.139084815979034,11.383507251739504
mps-uncap,0.4,26.3993501663208,9.802255630493157,13.074171543121315
